# TEST CONFIGURATION BEGIN
# ConceptDriftStream: First Stream: MIXEDGenerator - Drift Stream: MIXEDGenerator - alpha: 90.0 - position: 5000 - width: 1 -
# [hat] HAT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] -
# [rslvq] RSLVQ
# [arslvq] RSLVQ
# [adf] AdaptiveRandomForest: n_estimators: 10 - max_features: auto - disable_weighted_vote: False - lambda_value: 6 -
# [oza] OzaBagginAdwin Classifier: base_estimator: <skmultiflow.lazy.knn.KNN object at 0x7fadd74ce7f0> - n_estimators: 10
# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: Mixed Generator_memory_other.csv - batch_size: 10 - pretrain_size: 200 - task_type: classification - show_plot: False - metrics: ['accuracy', 'model_size']
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[arslvq],current_acc_[arslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],model_size_[hat],model_size_[rslvq],model_size_[arslvq],model_size_[adf],model_size_[oza]
28390,0.864858,0.870000,0.364752,0.290000,0.882199,0.860000,0.967589,0.995000,0.955177,0.990000,32.112305,3.756836,58.349609,7165.298828,2893.500977
28590,0.864965,0.880000,0.364225,0.290000,0.882042,0.860000,0.967817,1.000000,0.955458,0.995000,34.022461,3.756836,58.349609,7274.783203,2897.313477
28790,0.864965,0.865000,0.363776,0.300000,0.881608,0.820000,0.967972,0.990000,0.955629,0.980000,32.112305,3.756836,58.349609,7362.498047,2890.250977
28990,0.865208,0.900000,0.363576,0.335000,0.881319,0.840000,0.968194,1.000000,0.955799,0.980000,35.073242,3.756836,58.349609,7465.666016,2888.250977
29190,0.865069,0.845000,0.363207,0.310000,0.881172,0.860000,0.968310,0.985000,0.956000,0.985000,32.057617,3.756836,58.349609,7047.587891,2884.532227
29390,0.865377,0.910000,0.362637,0.280000,0.881062,0.865000,0.968527,1.000000,0.956233,0.990000,34.022461,3.756836,58.349609,7105.208984,2883.063477
29590,0.865102,0.825000,0.362177,0.295000,0.880578,0.810000,0.968639,0.985000,0.956429,0.985000,32.545898,3.756836,58.349609,7187.619141,2887.719727
29790,0.865068,0.860000,0.361689,0.290000,0.879493,0.720000,0.968750,0.985000,0.956554,0.975000,35.022461,3.756836,58.349609,7279.380859,2884.594727
29990,0.864698,0.810000,0.361107,0.275000,0.878993,0.805000,0.968859,0.985000,0.956611,0.965000,32.116211,3.756836,58.349609,7397.158203,2891.594727
30190,0.864900,0.895000,0.360967,0.340000,0.878467,0.800000,0.968967,0.985000,0.956700,0.970000,34.592773,3.756836,58.349609,7468.474609,2891.188477
30390,0.864669,0.830000,0.360232,0.250000,0.878311,0.855000,0.969007,0.975000,0.956689,0.955000,32.057617,3.756836,58.349609,7514.970703,2891.184570
30590,0.865033,0.920000,0.359836,0.300000,0.877961,0.825000,0.969178,0.995000,0.956941,0.995000,35.018555,3.756836,58.349609,7574.865234,2891.090820
30790,0.865163,0.885000,0.359085,0.245000,0.877516,0.810000,0.969379,1.000000,0.957092,0.980000,32.088867,3.756836,58.349609,7675.724609,2891.465820
30990,0.865714,0.950000,0.358344,0.245000,0.876981,0.795000,0.969578,1.000000,0.957305,0.990000,35.104492,3.756836,58.349609,7755.541016,2919.372070
31190,0.866065,0.920000,0.358129,0.325000,0.876677,0.830000,0.969710,0.990000,0.957484,0.985000,35.104492,3.756836,58.349609,7809.849609,2890.778320
31390,0.866026,0.860000,0.358013,0.340000,0.876122,0.790000,0.969744,0.975000,0.957436,0.950000,33.510742,3.756836,58.349609,7936.052734,2904.184570
31590,0.866401,0.925000,0.357420,0.265000,0.876019,0.860000,0.969873,0.990000,0.957548,0.975000,35.018555,3.756836,58.349609,8062.615234,2897.340820
31790,0.866329,0.855000,0.356741,0.250000,0.875759,0.835000,0.970063,1.000000,0.957722,0.985000,33.510742,3.756836,58.349609,8144.615234,2902.997070
31990,0.866635,0.915000,0.356447,0.310000,0.875440,0.825000,0.970220,0.995000,0.957862,0.980000,17.288086,3.756836,58.349609,8209.568359,2896.965820
32190,0.866344,0.820000,0.356031,0.290000,0.874875,0.785000,0.970375,0.995000,0.958031,0.985000,33.541992,3.756836,48.400391,8228.841797,2893.297852
32390,0.866491,0.890000,0.355714,0.305000,0.874938,0.885000,0.970497,0.990000,0.958106,0.970000,28.721680,3.756836,56.212891,8358.990234,2892.641602
32590,0.866111,0.805000,0.355278,0.285000,0.875000,0.885000,0.970556,0.980000,0.958117,0.960000,33.514648,3.756836,58.376953,8403.990234,2892.829102
32790,0.866472,0.925000,0.355153,0.335000,0.875215,0.910000,0.970675,0.990000,0.958313,0.990000,23.170898,3.756836,58.376953,8463.044922,2898.422852
32990,0.866159,0.815000,0.354543,0.255000,0.875152,0.865000,0.970762,0.985000,0.958415,0.975000,33.541992,3.756836,58.376953,8563.216797,2896.172852
33190,0.866424,0.910000,0.353909,0.250000,0.875242,0.890000,0.970909,0.995000,0.958545,0.980000,23.249023,3.756836,58.376953,8630.322266,2904.954102
33390,0.866235,0.835000,0.353855,0.345000,0.875271,0.880000,0.971084,1.000000,0.958675,0.980000,33.510742,3.756836,58.376953,8675.310547,2896.610352
33590,0.866407,0.895000,0.353353,0.270000,0.875389,0.895000,0.971198,0.990000,0.958832,0.985000,17.260742,3.756836,58.376953,8711.572266,2892.735352
33790,0.866369,0.860000,0.353125,0.315000,0.875268,0.855000,0.971369,1.000000,0.958988,0.985000,33.514648,3.756836,52.654297,8831.044922,2917.547852
33990,0.866746,0.930000,0.352485,0.245000,0.875562,0.925000,0.971538,1.000000,0.959112,0.980000,35.022461,3.756836,58.404297,8873.896484,2900.235352
34190,0.866706,0.860000,0.352500,0.355000,0.875618,0.885000,0.971618,0.985000,0.959176,0.970000,33.569336,3.756836,58.404297,8980.310547,2899.016602
34390,0.866637,0.855000,0.352222,0.305000,0.875673,0.885000,0.971754,0.995000,0.959327,0.985000,35.077148,3.756836,58.404297,8995.537109,2892.825195
34590,0.866424,0.830000,0.351802,0.280000,0.875843,0.905000,0.971831,0.985000,0.959419,0.975000,33.514648,3.756836,58.404297,9112.986328,2887.231445
34790,0.866503,0.880000,0.351561,0.310000,0.875954,0.895000,0.971879,0.980000,0.959480,0.970000,35.077148,3.756836,58.404297,9186.314453,2891.200195
34990,0.866121,0.800000,0.351034,0.260000,0.876149,0.910000,0.971925,0.980000,0.959540,0.970000,33.514648,3.756836,58.404297,9241.126953,2888.887695
35190,0.866257,0.890000,0.350514,0.260000,0.876343,0.910000,0.972057,0.995000,0.959657,0.980000,35.022461,3.756836,58.404297,9360.255859,2893.418945
35390,0.866136,0.845000,0.350284,0.310000,0.876619,0.925000,0.972159,0.990000,0.959830,0.990000,33.514648,3.756836,54.939453,9417.419922,2916.575195
35590,0.866356,0.905000,0.350085,0.315000,0.876638,0.880000,0.972203,0.980000,0.959746,0.945000,35.022461,3.756836,58.431641,9472.853516,2892.512695
35790,0.866180,0.835000,0.349916,0.320000,0.876601,0.870000,0.972331,0.995000,0.959860,0.980000,33.514648,3.756836,58.431641,9547.123047,2892.329102
35990,0.866229,0.875000,0.349609,0.295000,0.876760,0.905000,0.972430,0.990000,0.960028,0.990000,35.022461,3.756836,58.431641,9660.412109,2893.235352
36190,0.865694,0.770000,0.349333,0.300000,0.876889,0.900000,0.972500,0.985000,0.960111,0.975000,33.510742,3.756836,58.431641,9689.091797,2886.797852
36390,0.865939,0.910000,0.348923,0.275000,0.877072,0.910000,0.972597,0.990000,0.960138,0.965000,35.018555,3.756836,58.431641,9804.966797,2888.168945
36590,0.865687,0.820000,0.348324,0.240000,0.877363,0.930000,0.972720,0.995000,0.960275,0.985000,33.541992,3.756836,58.431641,9885.541016,2897.793945
36790,0.865956,0.915000,0.348033,0.295000,0.877568,0.915000,0.972787,0.985000,0.960355,0.975000,26.561523,3.756836,58.431641,9966.876953,2891.793945
36990,0.865897,0.855000,0.347418,0.235000,0.877663,0.895000,0.972880,0.990000,0.960489,0.985000,33.565430,3.756836,58.431641,10101.134766,2915.418945
37190,0.865811,0.850000,0.347162,0.300000,0.877838,0.910000,0.973000,0.995000,0.960541,0.970000,29.237305,3.756836,58.431641,10144.158203,2892.356445
37390,0.865941,0.890000,0.346613,0.245000,0.878145,0.935000,0.973118,0.995000,0.960618,0.975000,33.569336,3.756836,58.431641,10255.482422,2889.793945
37590,0.866123,0.900000,0.346417,0.310000,0.878369,0.920000,0.973209,0.990000,0.960749,0.985000,30.120117,3.756836,58.431641,10340.908203,2898.043945
37790,0.866197,0.880000,0.345984,0.265000,0.878644,0.930000,0.973298,0.990000,0.960824,0.975000,33.510742,3.756836,58.431641,10390.134766,2891.887695
37990,0.866243,0.875000,0.345714,0.295000,0.878836,0.915000,0.973360,0.985000,0.960899,0.975000,30.581055,3.756836,58.431641,10524.337891,2892.856445
38190,0.866263,0.870000,0.345605,0.325000,0.879000,0.910000,0.973474,0.995000,0.960947,0.970000,33.596680,3.756836,58.431641,10562.310547,2894.793945
38390,0.866152,0.845000,0.345026,0.235000,0.879162,0.910000,0.973586,0.995000,0.961152,1.000000,25.182617,3.756836,58.431641,10663.724609,2889.950195
38590,0.866068,0.850000,0.344687,0.280000,0.879349,0.915000,0.973672,0.990000,0.961276,0.985000,33.569336,3.756836,58.431641,9922.693359,2888.231445
38790,0.865829,0.820000,0.344404,0.290000,0.879430,0.895000,0.973627,0.965000,0.961244,0.955000,28.749023,3.756836,58.431641,10046.744141,2888.262695
38990,0.865928,0.885000,0.344278,0.320000,0.879613,0.915000,0.973711,0.990000,0.961366,0.985000,33.565430,3.756836,58.431641,10110.673828,2889.887695
39190,0.866103,0.900000,0.343949,0.280000,0.879846,0.925000,0.973769,0.985000,0.961513,0.990000,24.112305,3.756836,58.431641,10181.982422,2890.356445
39390,0.865765,0.800000,0.343750,0.305000,0.879974,0.905000,0.973878,0.995000,0.961582,0.975000,33.569336,3.756836,58.431641,10289.462891,2888.450195
39590,0.865812,0.875000,0.343858,0.365000,0.880152,0.915000,0.973985,0.995000,0.961574,0.960000,35.077148,3.756836,58.431641,10386.865234,2883.075195
39790,0.865909,0.885000,0.343485,0.270000,0.880328,0.915000,0.974091,0.995000,0.961717,0.990000,33.569336,3.756836,49.544922,10427.556641,2885.016602
39990,0.865829,0.850000,0.343593,0.365000,0.879749,0.765000,0.974146,0.985000,0.961709,0.960000,35.077148,3.756836,57.435547,10537.865234,2887.141602
40190,0.865700,0.840000,0.343400,0.305000,0.879500,0.830000,0.974225,0.990000,0.961800,0.980000,33.030273,3.756836,58.708984,10758.267578,2912.954102
40390,0.865746,0.875000,0.343010,0.265000,0.879030,0.785000,0.974328,0.995000,0.961866,0.975000,35.077148,3.756836,58.708984,10829.783203,2887.672852
40590,0.866139,0.945000,0.342673,0.275000,0.879059,0.885000,0.974455,1.000000,0.961931,0.975000,35.077148,3.756836,58.708984,10870.513672,2887.579102
40790,0.866010,0.840000,0.342438,0.295000,0.879236,0.915000,0.974557,0.995000,0.962044,0.985000,32.057617,3.756836,58.708984,10953.126953,2890.454102
40990,0.866103,0.885000,0.342083,0.270000,0.879314,0.895000,0.974608,0.985000,0.962157,0.985000,35.073242,3.756836,58.708984,11025.998047,2889.391602
41190,0.866000,0.845000,0.341805,0.285000,0.879220,0.860000,0.974659,0.985000,0.962146,0.960000,32.088867,3.756836,58.708984,10313.955078,2886.797852
41390,0.866408,0.950000,0.341699,0.320000,0.879490,0.935000,0.974757,0.995000,0.962257,0.985000,34.565430,3.756836,58.708984,10375.927734,2888.016602
41590,0.866667,0.920000,0.341473,0.295000,0.879589,0.900000,0.974807,0.985000,0.962343,0.980000,35.104492,3.756836,58.708984,10458.857422,2888.204102
41790,0.866490,0.830000,0.341034,0.250000,0.879471,0.855000,0.974832,0.980000,0.962356,0.965000,33.026367,3.756836,53.666016,10532.025391,2890.766602
41990,0.866316,0.830000,0.340574,0.245000,0.879330,0.850000,0.974880,0.985000,0.962440,0.980000,35.018555,3.756836,58.736328,10593.087891,2887.672852
42190,0.866095,0.820000,0.340714,0.370000,0.879119,0.835000,0.974976,0.995000,0.962548,0.985000,33.569336,3.756836,58.736328,9675.966797,2893.235352
42390,0.866232,0.895000,0.340569,0.310000,0.879100,0.875000,0.975047,0.990000,0.962630,0.980000,28.424805,3.756836,58.736328,9751.701172,2902.329102
42590,0.866250,0.870000,0.340307,0.285000,0.879269,0.915000,0.975165,1.000000,0.962712,0.980000,33.514648,3.756836,58.736328,9772.259766,2899.266602
42790,0.866103,0.835000,0.340469,0.375000,0.879249,0.875000,0.975164,0.975000,0.962653,0.950000,30.608398,3.756836,58.736328,9865.947266,2898.735352
42990,0.866145,0.875000,0.340093,0.260000,0.879229,0.875000,0.975234,0.990000,0.962710,0.975000,33.569336,3.756836,58.736328,9918.720703,2901.172852
43190,0.866023,0.840000,0.339814,0.280000,0.879558,0.950000,0.975279,0.985000,0.962791,0.980000,30.608398,3.756836,58.736328,9970.658203,2896.704102
43390,0.866134,0.890000,0.339375,0.245000,0.879676,0.905000,0.975394,1.000000,0.962894,0.985000,33.541992,3.756836,58.736328,10019.029297,2895.641602
43590,0.866152,0.870000,0.339124,0.285000,0.879747,0.895000,0.975438,0.985000,0.962880,0.960000,30.608398,3.756836,58.736328,10080.294922,2895.641602
43790,0.866147,0.865000,0.339151,0.345000,0.879931,0.920000,0.975528,0.995000,0.962982,0.985000,33.541992,3.756836,58.736328,9493.064453,2899.172852
43990,0.865936,0.820000,0.338858,0.275000,0.880114,0.920000,0.975639,1.000000,0.963059,0.980000,31.092773,3.756836,58.736328,9557.998047,2896.172852
44190,0.865977,0.875000,0.338682,0.300000,0.880386,0.940000,0.975750,1.000000,0.963159,0.985000,33.541992,3.756836,58.736328,9626.486328,2898.391602
44390,0.865882,0.845000,0.338213,0.235000,0.880498,0.905000,0.975837,0.995000,0.963235,0.980000,30.581055,3.756836,58.736328,9704.189453,2899.891602
44590,0.865698,0.825000,0.337973,0.285000,0.880428,0.865000,0.975856,0.980000,0.963243,0.965000,33.541992,3.756836,58.736328,9822.673828,2898.426758
44790,0.865852,0.900000,0.337803,0.300000,0.880561,0.910000,0.975964,1.000000,0.963408,1.000000,30.581055,3.756836,58.736328,9896.587891,2898.395508
44990,0.865759,0.845000,0.337455,0.260000,0.880491,0.865000,0.976049,0.995000,0.963549,0.995000,33.514648,3.756836,58.736328,9975.255859,2894.145508
45190,0.865622,0.835000,0.337533,0.355000,0.880644,0.915000,0.976089,0.985000,0.963600,0.975000,30.608398,3.756836,58.736328,10071.404297,2897.739258
45390,0.865686,0.880000,0.337434,0.315000,0.880841,0.925000,0.976150,0.990000,0.963717,0.990000,33.569336,3.756836,58.736328,10156.619141,2890.301758
45590,0.865749,0.880000,0.337159,0.275000,0.880859,0.885000,0.976233,0.995000,0.963789,0.980000,31.147461,3.756836,58.736328,10229.052734,2894.645508
45790,0.865877,0.895000,0.336908,0.280000,0.881140,0.945000,0.976316,0.995000,0.963904,0.990000,33.596680,3.756836,58.736328,10300.271484,2888.176758
45990,0.865895,0.870000,0.336790,0.310000,0.881310,0.920000,0.976376,0.990000,0.963886,0.960000,31.092773,3.756836,58.736328,10326.681641,2891.895508
46190,0.866109,0.915000,0.336696,0.315000,0.881500,0.925000,0.976435,0.990000,0.963891,0.965000,33.541992,3.756836,58.736328,10389.568359,2892.426758
46390,0.866126,0.870000,0.336645,0.325000,0.881667,0.920000,0.976494,0.990000,0.963961,0.980000,30.194336,3.756836,58.736328,10461.626953,2889.395508
46590,0.865948,0.825000,0.336509,0.305000,0.881810,0.915000,0.976552,0.990000,0.963944,0.960000,33.541992,3.756836,58.736328,10530.291016,2892.407227
46790,0.865987,0.875000,0.336116,0.245000,0.881910,0.905000,0.976588,0.985000,0.964013,0.980000,30.608398,3.756836,58.736328,10611.595703,2891.297852
46990,0.865812,0.825000,0.336068,0.325000,0.882030,0.910000,0.976624,0.985000,0.964017,0.965000,33.514648,3.756836,58.736328,10683.248047,2894.969727
47190,0.865617,0.820000,0.335915,0.300000,0.882170,0.915000,0.976681,0.990000,0.964064,0.975000,30.631836,3.756836,58.736328,10743.193359,2890.719727
47390,0.865614,0.865000,0.335657,0.275000,0.882267,0.905000,0.976716,0.985000,0.964068,0.965000,33.565430,3.756836,58.736328,9637.693359,2901.782227
47590,0.865570,0.855000,0.335464,0.290000,0.882321,0.895000,0.976814,1.000000,0.964114,0.975000,30.663086,3.756836,58.736328,9700.544922,2900.047852
47790,0.865378,0.820000,0.335315,0.300000,0.882059,0.820000,0.976807,0.975000,0.964118,0.965000,33.596680,3.756836,49.880859,9785.216797,2898.985352
47990,0.865335,0.855000,0.335209,0.310000,0.881548,0.760000,0.976883,0.995000,0.964121,0.965000,30.635742,3.756836,57.771484,9842.431641,2897.407227
48190,0.865500,0.905000,0.335125,0.315000,0.881042,0.760000,0.976917,0.985000,0.964125,0.965000,33.541992,3.756836,58.763672,9907.494141,2898.157227
48390,0.865456,0.855000,0.334938,0.290000,0.880394,0.725000,0.976992,0.995000,0.964170,0.975000,30.690430,3.756836,58.763672,9965.326172,2900.813477
48590,0.865455,0.865000,0.334773,0.295000,0.879669,0.705000,0.977025,0.985000,0.964153,0.960000,33.596680,3.756836,58.763672,10007.568359,2897.157227
48790,0.865720,0.930000,0.334465,0.260000,0.879156,0.755000,0.977078,0.990000,0.964218,0.980000,35.104492,3.756836,58.763672,10054.849609,2899.469727
48990,0.865922,0.915000,0.334344,0.305000,0.878381,0.690000,0.977172,1.000000,0.964262,0.975000,36.155273,3.756836,58.763672,10105.220703,2895.219727
49190,0.865755,0.825000,0.334286,0.320000,0.878061,0.800000,0.977245,0.995000,0.964245,0.960000,33.026367,3.756836,55.330078,10154.044922,2895.625977
49390,0.866138,0.960000,0.333984,0.260000,0.877785,0.810000,0.977276,0.985000,0.964289,0.975000,35.018555,3.756836,58.791016,10189.416016,2896.813477
49590,0.866296,0.905000,0.333927,0.320000,0.877692,0.855000,0.977348,0.995000,0.964211,0.945000,35.073242,3.756836,58.791016,10240.357422,2893.094727
49790,0.866190,0.840000,0.334093,0.375000,0.877742,0.890000,0.977359,0.980000,0.964294,0.985000,33.510742,3.756836,58.791016,10285.919922,2895.594727
49990,0.866305,0.895000,0.334056,0.325000,0.878012,0.945000,0.977450,1.000000,0.964277,0.960000,24.178711,3.756836,58.791016,10341.814453,2896.063477
