# TEST CONFIGURATION BEGIN
# ReoccuringDriftStream: First Stream: MIXEDGenerator - Drift Stream: MIXEDGenerator - alpha: 90.0 - position: 2000 - width: 1 - 
# [hat] HAT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] -
# [rslvq] RSLVQ
# [arslvq] RSLVQ
# [adf] AdaptiveRandomForest: n_estimators: 10 - max_features: auto - disable_weighted_vote: False - lambda_value: 6 -
# [oza] OzaBagginAdwin Classifier: base_estimator: <skmultiflow.lazy.knn.KNN object at 0x7ffb1f743208> - n_estimators: 10
# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: Mixed Generator_Mixed Generator_1000_100_memory_other.csv - batch_size: 10 - pretrain_size: 200 - task_type: classification - show_plot: False - metrics: ['accuracy', 'model_size']
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[arslvq],current_acc_[arslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],model_size_[hat],model_size_[rslvq],model_size_[arslvq],model_size_[adf],model_size_[oza]
24390,0.547603,0.260000,0.504215,0.420000,0.555537,0.200000,0.851529,0.825000,0.586860,0.170000,43.885742,3.756836,58.404297,1371.162109,2520.133789
24590,0.545533,0.295000,0.503484,0.415000,0.553238,0.275000,0.852008,0.910000,0.586189,0.505000,43.831055,3.756836,58.404297,1312.087891,2353.028320
24790,0.543455,0.290000,0.503008,0.445000,0.550976,0.275000,0.852480,0.910000,0.588049,0.815000,43.831055,3.756836,58.404297,1393.728516,2468.543945
24990,0.545282,0.770000,0.502137,0.395000,0.552379,0.725000,0.853065,0.925000,0.591250,0.985000,43.831055,3.756836,58.404297,1493.224609,2592.305664
25190,0.544040,0.390000,0.502920,0.600000,0.550800,0.355000,0.851080,0.605000,0.589160,0.330000,43.885742,3.756836,58.404297,1404.630859,2306.969727
25390,0.545516,0.730000,0.503730,0.605000,0.550357,0.495000,0.851429,0.895000,0.586706,0.280000,32.643555,3.756836,58.404297,1647.638672,2453.879883
25590,0.547835,0.840000,0.504094,0.550000,0.552126,0.775000,0.851890,0.910000,0.587047,0.630000,31.971680,3.756836,58.404297,1727.751953,2552.372070
25790,0.550664,0.910000,0.504766,0.590000,0.553906,0.780000,0.852422,0.920000,0.589063,0.845000,34.932617,3.756836,58.404297,1866.283203,2444.833008
25990,0.552713,0.815000,0.505116,0.550000,0.555271,0.730000,0.852791,0.900000,0.591512,0.905000,31.975586,3.756836,58.404297,1748.498047,2382.856445
26190,0.552615,0.540000,0.504231,0.390000,0.553808,0.365000,0.851231,0.650000,0.589808,0.370000,34.030273,3.756836,58.404297,1930.958984,2114.672852
26390,0.553397,0.655000,0.504046,0.480000,0.551450,0.245000,0.851489,0.885000,0.587366,0.270000,35.053711,3.756836,58.404297,1773.212891,2312.543945
26590,0.555227,0.795000,0.503371,0.415000,0.549167,0.250000,0.851932,0.910000,0.587765,0.640000,36.616211,3.756836,58.404297,1913.673828,2388.899414
26790,0.557293,0.830000,0.502744,0.420000,0.546955,0.255000,0.852368,0.910000,0.589850,0.865000,36.561523,3.756836,58.404297,2014.728516,2523.583008
26990,0.559888,0.905000,0.502537,0.475000,0.545746,0.385000,0.852910,0.925000,0.592649,0.965000,36.561523,3.756836,58.404297,2183.173828,2705.555664
27190,0.557667,0.260000,0.502963,0.560000,0.545815,0.555000,0.851037,0.600000,0.591333,0.415000,38.014648,3.756836,58.404297,2025.744141,2358.114258
27390,0.554301,0.100000,0.503419,0.565000,0.547316,0.750000,0.851103,0.860000,0.588272,0.175000,38.069336,3.756836,58.404297,1840.177734,2435.348633
27590,0.554234,0.545000,0.504088,0.595000,0.549270,0.815000,0.851496,0.905000,0.587956,0.545000,38.014648,3.756836,58.404297,1938.439453,2476.551758
27790,0.554275,0.560000,0.504710,0.590000,0.550725,0.750000,0.851993,0.920000,0.589964,0.865000,38.014648,3.756836,58.404297,2103.880859,2604.551758
27990,0.554964,0.650000,0.505252,0.580000,0.552194,0.755000,0.852626,0.940000,0.592554,0.950000,38.014648,3.756836,58.404297,2259.236328,2714.629883
28190,0.554857,0.540000,0.504714,0.430000,0.550857,0.365000,0.850964,0.620000,0.591143,0.395000,38.069336,3.756836,58.404297,2275.166016,2376.391602
28390,0.554823,0.550000,0.503972,0.400000,0.548440,0.210000,0.851489,0.925000,0.588333,0.195000,38.069336,3.756836,58.404297,2290.080078,2488.883789
28590,0.554683,0.535000,0.503521,0.440000,0.546092,0.215000,0.852042,0.930000,0.588908,0.670000,39.467773,3.756836,58.404297,2382.845703,2612.165039
28790,0.555664,0.695000,0.503007,0.430000,0.543881,0.230000,0.852273,0.885000,0.590594,0.830000,39.522461,3.756836,58.404297,2472.232422,2533.446289
28990,0.557014,0.750000,0.502569,0.440000,0.542049,0.280000,0.852604,0.900000,0.592951,0.930000,39.467773,3.756836,58.404297,2040.904297,2426.692383
29190,0.556241,0.445000,0.502655,0.515000,0.542586,0.620000,0.851414,0.680000,0.590586,0.250000,39.522461,3.756836,58.404297,2014.607422,2416.122070
29390,0.555411,0.435000,0.503116,0.570000,0.543870,0.730000,0.851336,0.840000,0.588014,0.215000,39.467773,3.756836,58.404297,2120.181641,2508.930664
29590,0.556429,0.705000,0.503776,0.600000,0.545238,0.745000,0.851667,0.900000,0.588163,0.610000,39.522461,3.756836,58.404297,2255.232422,2622.895508
29790,0.557399,0.700000,0.504122,0.555000,0.546419,0.720000,0.852027,0.905000,0.589696,0.815000,39.522461,3.756836,58.404297,2351.216797,2717.504883
29990,0.558859,0.775000,0.504564,0.570000,0.547617,0.725000,0.852450,0.915000,0.591946,0.925000,39.522461,3.756836,58.404297,2076.115234,2321.715820
30190,0.558133,0.450000,0.504333,0.470000,0.546567,0.390000,0.850733,0.595000,0.590033,0.305000,39.522461,3.756836,58.404297,1595.927734,2439.524414
30390,0.557517,0.465000,0.503775,0.420000,0.544437,0.225000,0.850762,0.855000,0.587517,0.210000,39.522461,3.756836,58.404297,1442.919922,2559.282227
30590,0.557336,0.530000,0.503191,0.415000,0.542138,0.195000,0.851217,0.920000,0.587500,0.585000,39.467773,3.756836,58.404297,930.478516,2663.075195
30790,0.558039,0.665000,0.502614,0.415000,0.540098,0.230000,0.851601,0.910000,0.589314,0.865000,39.467773,3.756836,58.404297,1119.302734,2582.321289
30990,0.559578,0.795000,0.502110,0.425000,0.538377,0.275000,0.851786,0.880000,0.591331,0.900000,40.006836,3.756836,58.404297,926.564453,2345.528320
31190,0.558548,0.400000,0.502290,0.530000,0.539097,0.650000,0.850645,0.675000,0.589323,0.280000,40.948242,3.756836,58.404297,1082.841797,2467.387695
31390,0.556346,0.215000,0.502885,0.595000,0.540353,0.735000,0.850641,0.850000,0.587244,0.265000,40.948242,3.756836,58.404297,827.005859,2508.891602
31590,0.555255,0.385000,0.503471,0.595000,0.541592,0.735000,0.850764,0.870000,0.586783,0.515000,40.948242,3.756836,58.404297,977.642578,2542.559570
31790,0.555443,0.585000,0.503797,0.555000,0.543070,0.775000,0.851266,0.930000,0.588259,0.820000,40.948242,3.756836,48.611328,1114.404297,2667.227539
31990,0.556006,0.645000,0.504277,0.580000,0.544937,0.840000,0.851604,0.905000,0.590000,0.865000,40.948242,3.756836,56.423828,1187.904297,2619.606445
32190,0.555656,0.500000,0.503906,0.445000,0.543719,0.350000,0.850437,0.665000,0.588281,0.315000,40.948242,3.756836,58.619141,1351.830078,2392.997070
32390,0.554627,0.390000,0.503602,0.455000,0.543509,0.510000,0.850497,0.860000,0.585776,0.185000,40.893555,3.756836,58.619141,1069.240234,2494.641602
32590,0.555340,0.670000,0.502932,0.395000,0.544660,0.730000,0.850895,0.915000,0.584969,0.455000,40.893555,3.756836,58.619141,1063.251953,2338.750977
32790,0.556656,0.770000,0.502638,0.455000,0.545798,0.730000,0.851196,0.900000,0.586288,0.800000,40.893555,3.756836,58.619141,1254.181641,2456.114258
32990,0.558140,0.800000,0.502134,0.420000,0.546890,0.725000,0.851524,0.905000,0.588537,0.955000,40.893555,3.756836,58.619141,1048.337891,2549.473633
33190,0.557394,0.435000,0.502242,0.520000,0.546879,0.545000,0.850364,0.660000,0.587152,0.360000,40.893555,3.756836,49.826172,1332.572266,2482.227539
33390,0.555663,0.270000,0.502500,0.545000,0.548735,0.855000,0.850633,0.895000,0.584488,0.145000,40.948242,3.756836,49.955078,852.162109,2594.196289
33590,0.554671,0.390000,0.502545,0.510000,0.550419,0.830000,0.850988,0.910000,0.583892,0.485000,40.893555,3.756836,58.736328,901.818359,2610.364258
33790,0.553690,0.390000,0.503363,0.640000,0.552173,0.845000,0.851310,0.905000,0.584851,0.745000,40.893555,3.756836,58.736328,1053.251953,2687.618164
33990,0.554320,0.660000,0.503609,0.545000,0.554290,0.910000,0.851864,0.945000,0.587012,0.950000,40.893555,3.756836,58.736328,1174.521484,2749.266602
34190,0.553559,0.425000,0.503324,0.455000,0.552735,0.290000,0.850824,0.675000,0.585941,0.405000,40.948242,3.756836,58.736328,1173.384766,2615.016602
34390,0.553567,0.555000,0.502749,0.405000,0.550205,0.120000,0.850643,0.820000,0.583538,0.175000,40.948242,3.756836,58.736328,1099.505859,2688.516602
34590,0.554535,0.720000,0.502355,0.435000,0.547703,0.120000,0.850785,0.875000,0.582703,0.440000,40.893555,3.756836,58.736328,1111.482422,2767.024414
34790,0.555231,0.675000,0.501850,0.415000,0.545665,0.195000,0.851243,0.930000,0.583671,0.750000,40.948242,3.756836,58.736328,1265.626953,2827.297852
34990,0.556293,0.740000,0.501466,0.435000,0.546552,0.700000,0.851552,0.905000,0.585259,0.860000,40.893555,3.756836,51.513672,1236.603516,2657.625977
35190,0.555457,0.410000,0.501629,0.530000,0.545800,0.415000,0.850343,0.640000,0.584914,0.525000,40.893555,3.756836,58.763672,1330.166016,2357.817383
35390,0.553892,0.280000,0.502102,0.585000,0.546903,0.740000,0.850313,0.845000,0.582784,0.210000,40.948242,3.756836,58.763672,979.474609,2482.500977
35590,0.553023,0.400000,0.502740,0.615000,0.548107,0.760000,0.850650,0.910000,0.582655,0.560000,40.893555,3.756836,58.763672,1191.060547,2518.168945
35790,0.551966,0.365000,0.503174,0.580000,0.549354,0.770000,0.851180,0.945000,0.584242,0.865000,40.948242,3.756836,58.763672,1424.166016,2524.329102
35990,0.552933,0.725000,0.503883,0.630000,0.550615,0.775000,0.851564,0.920000,0.586341,0.960000,41.377930,3.756836,58.763672,1369.537109,2623.500977
36190,0.552722,0.515000,0.503778,0.485000,0.549556,0.360000,0.850222,0.610000,0.584861,0.320000,41.889648,3.756836,58.763672,1536.076172,2149.782227
36390,0.552873,0.580000,0.503536,0.460000,0.547459,0.170000,0.850580,0.915000,0.583315,0.305000,42.401367,3.756836,58.763672,1260.841797,2324.000977
36590,0.553544,0.675000,0.503462,0.490000,0.545742,0.235000,0.850934,0.915000,0.583764,0.665000,42.346680,3.756836,58.763672,1298.958984,2494.805664
36790,0.554290,0.690000,0.502732,0.370000,0.544262,0.275000,0.851202,0.900000,0.585355,0.875000,42.401367,3.756836,58.763672,1232.111328,2440.508789
36990,0.555326,0.745000,0.502391,0.440000,0.542690,0.255000,0.851630,0.930000,0.587418,0.965000,42.401367,3.756836,58.763672,1237.896484,2590.938477
37190,0.554514,0.405000,0.502432,0.510000,0.542973,0.595000,0.850378,0.620000,0.586324,0.385000,42.346680,3.756836,58.763672,1304.884766,2251.051758
37390,0.553118,0.295000,0.502715,0.555000,0.543844,0.705000,0.850780,0.925000,0.584543,0.255000,42.346680,3.756836,58.763672,1143.228516,2346.086914
37590,0.552326,0.405000,0.502941,0.545000,0.544893,0.740000,0.851043,0.900000,0.584439,0.565000,42.401367,3.756836,58.763672,1242.384766,2520.258789
37790,0.551197,0.340000,0.503245,0.560000,0.546410,0.830000,0.851463,0.930000,0.585479,0.780000,42.401367,3.756836,58.763672,1175.923828,2543.215820
37990,0.551587,0.625000,0.503836,0.615000,0.548148,0.875000,0.851772,0.910000,0.587434,0.955000,42.401367,3.756836,58.763672,1305.611328,2561.540039
38190,0.551211,0.480000,0.503947,0.525000,0.547395,0.405000,0.850763,0.660000,0.586053,0.325000,42.346680,3.756836,58.763672,1295.650391,2660.719727
38390,0.552068,0.715000,0.503508,0.420000,0.545314,0.150000,0.850890,0.875000,0.584084,0.210000,42.346680,3.756836,58.763672,1345.724609,2473.938477
38590,0.552839,0.700000,0.503021,0.410000,0.543385,0.175000,0.851198,0.910000,0.583724,0.515000,42.346680,3.756836,58.763672,1523.837891,2496.708008
38790,0.553886,0.755000,0.502591,0.420000,0.541477,0.175000,0.851528,0.915000,0.584793,0.790000,42.346680,3.756836,58.763672,1495.642578,2442.551758
38990,0.554794,0.730000,0.501856,0.360000,0.540515,0.355000,0.851856,0.915000,0.586675,0.950000,42.401367,3.756836,58.763672,1528.283203,2450.809570
39190,0.554154,0.430000,0.501692,0.470000,0.540538,0.545000,0.850615,0.610000,0.585590,0.375000,42.346680,3.756836,58.763672,1076.849609,2573.864258
39390,0.552628,0.255000,0.501913,0.545000,0.541378,0.705000,0.850638,0.855000,0.583520,0.180000,42.346680,3.756836,58.763672,1007.677734,2485.739258
39590,0.551269,0.285000,0.502157,0.550000,0.542640,0.790000,0.850812,0.885000,0.583198,0.520000,42.401367,3.756836,58.763672,973.861328,2512.051758
39790,0.550581,0.415000,0.502323,0.535000,0.544066,0.825000,0.851010,0.890000,0.584419,0.825000,42.346680,3.756836,58.763672,1063.517578,2641.375977
39990,0.549774,0.390000,0.502412,0.520000,0.545578,0.845000,0.851307,0.910000,0.585955,0.890000,42.346680,3.756836,58.763672,1154.326172,2630.227539
40190,0.549650,0.525000,0.502425,0.505000,0.544750,0.380000,0.850175,0.625000,0.584900,0.375000,42.401367,3.756836,58.763672,1181.853516,2388.911133
40390,0.550348,0.690000,0.502264,0.470000,0.542861,0.165000,0.850149,0.845000,0.582761,0.155000,42.346680,3.756836,58.763672,1049.251953,2522.520508
40590,0.551114,0.705000,0.502005,0.450000,0.541114,0.190000,0.850149,0.850000,0.581980,0.425000,42.346680,3.756836,58.763672,1019.361328,2646.129883
40790,0.552266,0.785000,0.501700,0.440000,0.540517,0.420000,0.850320,0.885000,0.582980,0.785000,42.346680,3.756836,51.095703,1158.595703,2761.688477
40990,0.553113,0.725000,0.501029,0.365000,0.542059,0.855000,0.850515,0.890000,0.584828,0.960000,42.401367,3.756836,58.791016,1133.830078,2803.192383
41190,0.552585,0.445000,0.501171,0.530000,0.541683,0.465000,0.849634,0.670000,0.584268,0.470000,42.346680,3.756836,58.791016,1277.314453,2359.473633
41390,0.551044,0.235000,0.501481,0.565000,0.540461,0.290000,0.849515,0.825000,0.582427,0.205000,42.346680,3.756836,58.791016,1190.263672,2481.063477
41590,0.549758,0.285000,0.501957,0.600000,0.541425,0.740000,0.849396,0.825000,0.582343,0.565000,42.346680,3.756836,58.791016,1277.849609,2590.231445
41790,0.549207,0.435000,0.502596,0.635000,0.542572,0.780000,0.849639,0.900000,0.583438,0.810000,42.401367,3.756836,58.791016,1437.111328,2509.407227
41990,0.549354,0.580000,0.502990,0.585000,0.543469,0.730000,0.849880,0.900000,0.585000,0.910000,42.401367,3.756836,58.791016,1177.380859,2607.961914
42190,0.549214,0.520000,0.502952,0.495000,0.542881,0.420000,0.848786,0.620000,0.584762,0.535000,42.401367,3.756836,58.791016,1306.982422,2354.215820
42390,0.548981,0.500000,0.502678,0.445000,0.541682,0.290000,0.848673,0.825000,0.583057,0.225000,42.346680,3.756836,58.791016,1406.228516,2484.278320
42590,0.549481,0.655000,0.502453,0.455000,0.541769,0.560000,0.848868,0.890000,0.583090,0.590000,42.346680,3.756836,52.443359,1424.912109,2492.411133
42790,0.550329,0.730000,0.502230,0.455000,0.542817,0.765000,0.849202,0.920000,0.584202,0.820000,42.346680,3.756836,58.818359,1543.291016,2610.266602
42990,0.551425,0.785000,0.502126,0.480000,0.544206,0.840000,0.849486,0.910000,0.585958,0.960000,42.401367,3.756836,58.818359,1571.568359,2727.266602
43190,0.550930,0.445000,0.501953,0.465000,0.543651,0.425000,0.848558,0.650000,0.585395,0.465000,42.401367,3.756836,58.818359,1683.232422,2378.422852
43390,0.549745,0.295000,0.502384,0.595000,0.542500,0.295000,0.848565,0.850000,0.583889,0.260000,42.401367,3.756836,58.818359,1582.044922,2394.395508
43590,0.548387,0.255000,0.502765,0.585000,0.541198,0.260000,0.848802,0.900000,0.583641,0.530000,42.346680,3.756836,58.818359,1192.517578,2518.301758
43790,0.547362,0.325000,0.503142,0.585000,0.541835,0.680000,0.848922,0.875000,0.584587,0.790000,42.401367,3.756836,58.818359,1414.380859,2652.098633
43990,0.546986,0.465000,0.503584,0.600000,0.542877,0.770000,0.849064,0.880000,0.586370,0.975000,42.401367,3.756836,58.818359,1493.470703,2772.516602
44190,0.547045,0.560000,0.503614,0.510000,0.542432,0.445000,0.848000,0.615000,0.585500,0.395000,42.401367,3.756836,58.818359,1480.892578,2583.317383
44390,0.547715,0.695000,0.503258,0.425000,0.541199,0.270000,0.848281,0.910000,0.583620,0.170000,42.346680,3.756836,58.818359,1414.455078,2601.340820
44590,0.548221,0.660000,0.502838,0.410000,0.540360,0.355000,0.848626,0.925000,0.582905,0.425000,42.346680,3.756836,58.818359,1559.001953,2665.583008
44790,0.548991,0.720000,0.502242,0.370000,0.541256,0.740000,0.848946,0.920000,0.584058,0.840000,42.346680,3.756836,58.818359,1652.826172,2653.528320
44990,0.550156,0.810000,0.501853,0.415000,0.542455,0.810000,0.849308,0.930000,0.585759,0.965000,42.346680,3.756836,58.818359,1747.849609,2598.493164
45190,0.549622,0.430000,0.501756,0.480000,0.541956,0.430000,0.848400,0.645000,0.584733,0.355000,42.401367,3.756836,58.818359,1806.724609,2428.516602
45390,0.548363,0.265000,0.502190,0.600000,0.540730,0.265000,0.848230,0.810000,0.583053,0.205000,42.346680,3.756836,58.818359,1294.349609,2465.762695
45590,0.547379,0.325000,0.502401,0.550000,0.540396,0.465000,0.848480,0.905000,0.582930,0.555000,42.346680,3.756836,51.244141,1458.783203,2562.868164
45790,0.547193,0.505000,0.502785,0.590000,0.541382,0.765000,0.848772,0.915000,0.583925,0.810000,42.346680,3.756836,58.845703,1588.705078,2677.723633
45990,0.547009,0.505000,0.503166,0.590000,0.542445,0.785000,0.849061,0.915000,0.585218,0.880000,42.346680,3.756836,58.845703,1605.416016,2328.450195
46190,0.547022,0.550000,0.503196,0.510000,0.541870,0.410000,0.848370,0.690000,0.584609,0.445000,42.346680,3.756836,58.845703,1640.927734,2441.958008
46390,0.546450,0.415000,0.502662,0.380000,0.540195,0.155000,0.848377,0.850000,0.582879,0.185000,43.827148,3.756836,58.845703,1603.083984,2559.758789
46590,0.546013,0.445000,0.502435,0.450000,0.538879,0.235000,0.848728,0.930000,0.582177,0.420000,43.881836,3.756836,58.845703,1769.744141,2477.383789
46790,0.546674,0.700000,0.502039,0.410000,0.538927,0.550000,0.848991,0.910000,0.583133,0.805000,43.881836,3.756836,58.845703,1807.763672,2594.700195
46990,0.547628,0.770000,0.501538,0.385000,0.540192,0.835000,0.849274,0.915000,0.584658,0.940000,43.827148,3.756836,58.845703,1942.603516,2690.497070
47190,0.547213,0.450000,0.501511,0.495000,0.539830,0.455000,0.848574,0.685000,0.583979,0.425000,43.881836,3.756836,58.845703,1778.373047,2741.743164
47390,0.545742,0.200000,0.502013,0.620000,0.539407,0.440000,0.848623,0.860000,0.581928,0.100000,43.827148,3.756836,51.240234,1249.185547,2543.911133
47590,0.545422,0.470000,0.502468,0.610000,0.540380,0.770000,0.848692,0.865000,0.580802,0.315000,43.827148,3.756836,58.873047,1304.099609,2672.583008
47790,0.545210,0.495000,0.502773,0.575000,0.541429,0.790000,0.848929,0.905000,0.581218,0.680000,43.827148,3.756836,58.873047,1439.216797,2729.594727
47990,0.545167,0.535000,0.503326,0.635000,0.542615,0.825000,0.849184,0.910000,0.582531,0.895000,43.827148,3.756836,58.873047,1470.888672,2785.735352
48190,0.544813,0.460000,0.503271,0.490000,0.542271,0.460000,0.848313,0.640000,0.581958,0.445000,43.881836,3.756836,58.873047,1679.947266,2590.258789
48390,0.544315,0.425000,0.502905,0.415000,0.540954,0.225000,0.848402,0.870000,0.580415,0.210000,43.827148,3.756836,58.873047,1687.986328,2652.915039
48590,0.544153,0.505000,0.502603,0.430000,0.539401,0.165000,0.848719,0.925000,0.579545,0.370000,43.827148,3.756836,58.873047,1739.845703,2705.918945
48790,0.544671,0.670000,0.502202,0.405000,0.538066,0.215000,0.849074,0.935000,0.580309,0.765000,43.827148,3.756836,58.873047,1906.607422,2765.993164
48990,0.545820,0.825000,0.501885,0.425000,0.536926,0.260000,0.849406,0.930000,0.581660,0.910000,43.881836,3.756836,58.873047,2068.501953,2638.598633
49190,0.545633,0.500000,0.501816,0.485000,0.536673,0.475000,0.848612,0.655000,0.581592,0.565000,43.827148,3.756836,58.873047,1895.060547,2585.344727
49390,0.544329,0.225000,0.502337,0.630000,0.537439,0.725000,0.848699,0.870000,0.579959,0.180000,43.827148,3.756836,58.873047,1199.302734,2641.364258
49590,0.543462,0.330000,0.502530,0.550000,0.538300,0.750000,0.849109,0.950000,0.579534,0.475000,43.881836,3.756836,52.494141,1385.498047,2705.415039
49790,0.543528,0.560000,0.503065,0.635000,0.539758,0.900000,0.849496,0.945000,0.580282,0.765000,43.881836,3.756836,49.373047,1552.029297,2765.973633
49990,0.543353,0.500000,0.503414,0.590000,0.540683,0.770000,0.849880,0.945000,0.581707,0.935000,43.827148,3.756836,57.380859,1667.998047,2705.430664
