# TEST CONFIGURATION BEGIN
# ReoccuringDriftStream: First Stream: MIXEDGenerator - Drift Stream: MIXEDGenerator - alpha: 90.0 - position: 2000 - width: 1 - 
# [hat] HAT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [rslvq] RSLVQ
# [arslvq] RSLVQ
# [adf] AdaptiveRandomForest: n_estimators: 10 - max_features: auto - disable_weighted_vote: False - lambda_value: 6 - 
# [oza] OzaBagginAdwin Classifier: base_estimator: <skmultiflow.lazy.knn.KNN object at 0x7f1e65649710> - n_estimators: 10
# [samknn] avg. STMSize nan LTMSize nan; num correct STM 0 LTM 0 CM 0 ; num correct 0/0

# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: Mixed Generator_Mixed Generator_1000_100_memory_other.csv - batch_size: 10 - pretrain_size: 200 - task_type: classification - show_plot: False - metrics: ['accuracy', 'running_time']
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[arslvq],current_acc_[arslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],mean_acc_[samknn],current_acc_[samknn],training_time_[hat],testing_time_[hat],total_running_time_[hat],training_time_[rslvq],testing_time_[rslvq],total_running_time_[rslvq],training_time_[arslvq],testing_time_[arslvq],total_running_time_[arslvq],training_time_[adf],testing_time_[adf],total_running_time_[adf],training_time_[oza],testing_time_[oza],total_running_time_[oza],training_time_[samknn],testing_time_[samknn],total_running_time_[samknn]
12590,0.568710,0.625000,0.511210,0.380000,0.566210,0.720000,0.860565,0.920000,0.618226,0.640000,0.857016,0.985000,1.665938,0.367977,2.033915,7.380903,1.455328,8.836231,12.243963,0.369347,12.613310,35.441916,3.029342,38.471258,10.822938,6.490250,17.313188,5.576635,1.820081,7.396715
12790,0.569841,0.640000,0.509127,0.380000,0.569127,0.750000,0.861667,0.930000,0.621508,0.825000,0.858810,0.970000,1.695151,0.372689,2.067840,7.498606,1.478285,8.976891,12.443154,0.375367,12.818521,36.047250,3.077800,39.125049,11.002714,6.599002,17.601716,5.670077,1.852295,7.522372
12990,0.572422,0.735000,0.507188,0.385000,0.571719,0.735000,0.863125,0.955000,0.626563,0.945000,0.860547,0.970000,1.725759,0.378758,2.104517,7.615185,1.501122,9.116307,12.640642,0.381261,13.021903,36.627359,3.124980,39.752339,11.178088,6.707902,17.885990,5.775479,1.889973,7.665452
13190,0.568308,0.305000,0.508462,0.590000,0.572538,0.625000,0.858154,0.540000,0.619077,0.140000,0.851692,0.285000,1.757153,0.385099,2.142251,7.734034,1.524228,9.258261,12.829094,0.387285,13.216378,37.349102,3.176695,40.525797,11.347594,6.812772,18.160366,5.879504,1.929625,7.809129
13390,0.568409,0.575000,0.510152,0.620000,0.577424,0.895000,0.858636,0.890000,0.614318,0.305000,0.852879,0.930000,1.788367,0.391337,2.179704,7.851418,1.547213,9.398631,13.011139,0.393190,13.404329,37.904145,3.221616,41.125761,11.520057,6.916270,18.436327,5.949447,1.949078,7.898525
13590,0.568134,0.550000,0.511119,0.575000,0.581940,0.880000,0.859627,0.925000,0.614104,0.600000,0.854328,0.950000,1.820694,0.397656,2.218350,7.968885,1.570126,9.539011,13.209158,0.399215,13.608372,38.397652,3.266469,41.664121,11.692535,7.021449,18.713985,6.040838,1.971368,8.012206
13790,0.569485,0.660000,0.511250,0.520000,0.586544,0.895000,0.860809,0.940000,0.618015,0.880000,0.855809,0.955000,1.851844,0.404004,2.255848,8.086227,1.593444,9.679671,13.408936,0.405119,13.814055,38.913106,3.312728,42.225835,11.865949,7.126008,18.991958,6.123540,1.997444,8.120984
13990,0.572246,0.760000,0.513116,0.640000,0.591014,0.895000,0.862101,0.950000,0.621449,0.855000,0.857536,0.975000,1.882541,0.410206,2.292747,8.203252,1.616492,9.819744,13.596165,0.411204,14.007370,39.437806,3.362408,42.800214,12.044074,7.232522,19.276596,6.224631,2.029766,8.254397
14190,0.567857,0.265000,0.511929,0.430000,0.588786,0.435000,0.858929,0.640000,0.615071,0.175000,0.853143,0.550000,1.914257,0.416479,2.330736,8.320907,1.639547,9.960454,13.779677,0.417162,14.196839,40.004267,3.413384,43.417651,12.218384,7.338511,19.556895,6.304220,2.056535,8.360755
14390,0.563169,0.235000,0.509789,0.360000,0.591620,0.790000,0.859366,0.890000,0.610282,0.275000,0.854577,0.955000,1.945255,0.422351,2.367606,8.438610,1.662423,10.101032,13.979302,0.423203,14.402505,40.513598,3.461386,43.974984,12.403748,7.451774,19.855522,6.371310,2.074034,8.445343
14590,0.561528,0.445000,0.508472,0.415000,0.594792,0.820000,0.860139,0.915000,0.610417,0.620000,0.855833,0.945000,1.973787,0.426949,2.400736,8.555564,1.685173,10.240736,14.178168,0.429177,14.607345,40.991764,3.506520,44.498284,12.589926,7.566957,20.156883,6.440853,2.095982,8.536835
14790,0.559384,0.405000,0.506986,0.400000,0.598082,0.835000,0.860959,0.920000,0.614658,0.920000,0.857329,0.965000,2.001722,0.431921,2.433643,8.673124,1.707933,10.381057,14.376728,0.435148,14.811876,41.490448,3.550273,45.040721,12.780415,7.685991,20.466406,6.526553,2.124074,8.650628
14990,0.560608,0.650000,0.504932,0.355000,0.601284,0.835000,0.861824,0.925000,0.618649,0.910000,0.858919,0.975000,2.033839,0.438224,2.472063,8.790763,1.731322,10.522085,14.575139,0.441078,15.016217,42.053333,3.593932,45.647264,12.969738,7.801585,20.771324,6.624317,2.158765,8.783082
15190,0.558533,0.405000,0.505800,0.570000,0.596067,0.210000,0.858867,0.640000,0.612333,0.145000,0.853667,0.465000,2.065860,0.444605,2.510465,8.909133,1.754883,10.664016,14.774395,0.447079,15.221474,42.694114,3.641897,46.336011,13.133071,7.905013,21.038084,6.711847,2.190240,8.902087
15390,0.559605,0.640000,0.507303,0.620000,0.590724,0.190000,0.859276,0.890000,0.607171,0.220000,0.855197,0.970000,2.097254,0.450822,2.548077,9.025665,1.777592,10.803257,14.973508,0.453045,15.426553,43.318732,3.688676,47.007409,13.310758,8.009366,21.320125,6.779981,2.210579,8.990560
15590,0.561558,0.710000,0.508636,0.610000,0.585325,0.175000,0.860000,0.915000,0.605649,0.490000,0.856753,0.975000,2.129122,0.457054,2.586177,9.142261,1.800642,10.942903,15.171817,0.458978,15.630795,43.903671,3.735965,47.639636,13.486226,8.116756,21.602982,6.861087,2.236808,9.097895
15790,0.564295,0.775000,0.509551,0.580000,0.580705,0.225000,0.860513,0.900000,0.607821,0.775000,0.858013,0.955000,2.160161,0.463422,2.623583,9.259489,1.823456,11.082945,15.369560,0.464859,15.834419,44.476213,3.783040,48.259254,13.658926,8.227369,21.886295,6.952707,2.269053,9.221760
15990,0.566392,0.730000,0.510886,0.615000,0.576772,0.270000,0.861139,0.910000,0.611646,0.910000,0.859620,0.985000,2.192309,0.469699,2.662008,9.376582,1.846277,11.222859,15.567133,0.470688,16.037821,45.051553,3.828471,48.880025,13.843758,8.339813,22.183571,7.057515,2.307806,9.365321
16190,0.563375,0.325000,0.509437,0.395000,0.578000,0.675000,0.857688,0.585000,0.606500,0.200000,0.852062,0.255000,2.223470,0.476034,2.699504,9.493686,1.868974,11.362660,15.745170,0.476586,16.221756,45.723699,3.878916,49.602615,14.029543,8.452093,22.481636,7.162506,2.348419,9.510925
16390,0.559506,0.250000,0.507716,0.370000,0.581420,0.855000,0.858025,0.885000,0.603519,0.365000,0.853025,0.930000,2.255488,0.482414,2.737903,9.611003,1.891772,11.502774,15.937367,0.482583,16.419950,46.356485,3.928684,50.285169,14.196473,8.554839,22.751312,7.232706,2.368023,9.600730
16590,0.555671,0.245000,0.506829,0.435000,0.584634,0.845000,0.858476,0.895000,0.602744,0.540000,0.854146,0.945000,2.286949,0.488621,2.775571,9.727543,1.914601,11.642144,16.136803,0.488577,16.625380,46.896614,3.976439,50.873053,14.364677,8.653123,23.017801,7.323923,2.390603,9.714526
16790,0.551928,0.245000,0.506446,0.475000,0.587952,0.860000,0.859096,0.910000,0.605663,0.845000,0.855361,0.955000,2.318287,0.494632,2.812919,9.844032,1.937584,11.781617,16.333631,0.494515,16.828146,47.374952,4.021747,51.396699,14.532317,8.755618,23.287936,7.405551,2.416244,9.821796
16990,0.553333,0.670000,0.504821,0.370000,0.590833,0.830000,0.859940,0.930000,0.609048,0.890000,0.856786,0.975000,2.351302,0.500747,2.852049,9.961236,1.960381,11.921617,16.531700,0.500513,17.032213,47.846806,4.066284,51.913090,14.715227,8.865288,23.580514,7.505966,2.448460,9.954425
17190,0.551294,0.380000,0.505941,0.600000,0.587235,0.285000,0.857059,0.615000,0.604824,0.250000,0.852176,0.465000,2.382505,0.507031,2.889536,10.078645,1.983389,12.062034,16.730250,0.506427,17.236676,48.417134,4.114256,52.531390,14.903257,8.976387,23.879644,7.591692,2.479453,10.071145
17390,0.551279,0.550000,0.507093,0.605000,0.582035,0.140000,0.857384,0.885000,0.600640,0.245000,0.853198,0.940000,2.412748,0.512916,2.925664,10.196248,2.006420,12.202668,16.929825,0.512455,17.442279,49.019081,4.160326,53.179407,15.075050,9.082822,24.157872,7.662381,2.497021,10.159402
17590,0.553333,0.730000,0.509023,0.675000,0.578046,0.235000,0.858161,0.925000,0.600172,0.560000,0.854195,0.940000,2.444576,0.518526,2.963102,10.313929,2.029523,12.343451,17.129339,0.518413,17.647752,49.626305,4.207090,53.833395,15.251298,9.185803,24.437101,7.734723,2.517454,10.252177
17790,0.555682,0.760000,0.510398,0.630000,0.574205,0.240000,0.858693,0.905000,0.603125,0.860000,0.855625,0.980000,2.476017,0.524803,3.000819,10.430509,2.052462,12.482971,17.328575,0.524462,17.853037,50.204884,4.253981,54.458865,15.434770,9.298369,24.733139,7.824255,2.544187,10.368443
17990,0.557978,0.760000,0.511798,0.635000,0.570449,0.240000,0.859213,0.905000,0.606517,0.905000,0.856854,0.965000,2.507519,0.531115,3.038635,10.548177,2.075370,12.623547,17.527757,0.530480,18.058236,50.761166,4.301447,55.062612,15.609775,9.404038,25.013813,7.922598,2.577506,10.500104
18190,0.555111,0.300000,0.511222,0.460000,0.571944,0.705000,0.856389,0.605000,0.603278,0.315000,0.852833,0.495000,2.539476,0.537341,3.076816,10.664880,2.098264,12.763144,17.717929,0.536515,18.254444,51.393158,4.353398,55.746556,15.790783,9.505236,25.296020,8.009161,2.608105,10.617266
18390,0.551703,0.245000,0.509670,0.370000,0.575275,0.875000,0.856538,0.870000,0.599945,0.300000,0.853956,0.955000,2.571569,0.543634,3.115203,10.782097,2.121401,12.903499,17.897638,0.542436,18.440075,51.977909,4.402720,56.380629,15.968265,9.611428,25.579692,8.071491,2.626524,10.698015
18590,0.549130,0.315000,0.508370,0.390000,0.578152,0.840000,0.857120,0.910000,0.599674,0.575000,0.855163,0.965000,2.601670,0.549250,3.150920,10.899529,2.144780,13.044309,18.096534,0.548464,18.644998,52.518828,4.446591,56.965420,16.150655,9.721835,25.872489,8.149558,2.650985,10.800544
18790,0.547419,0.390000,0.507473,0.425000,0.580430,0.790000,0.857581,0.900000,0.602419,0.855000,0.856183,0.950000,2.631124,0.554482,3.185606,11.016893,2.168102,13.184994,18.294958,0.554420,18.849378,53.079990,4.493449,57.573439,16.329145,9.829049,26.158194,8.239923,2.681938,10.921861
18990,0.548989,0.695000,0.506170,0.385000,0.583404,0.860000,0.857926,0.890000,0.606277,0.965000,0.857606,0.990000,2.662783,0.560723,3.223506,11.133913,2.190840,13.324753,18.492661,0.560438,19.053099,53.662623,4.542678,58.205301,16.499808,9.934764,26.434572,8.340562,2.719116,11.059679
19190,0.546632,0.325000,0.507211,0.605000,0.579526,0.215000,0.855421,0.620000,0.603526,0.345000,0.852947,0.415000,2.695874,0.567045,3.262919,11.251029,2.214153,13.465182,18.691130,0.566380,19.257509,54.323461,4.595733,58.919194,16.681407,10.032631,26.714038,8.436553,2.755246,11.191800
19390,0.546146,0.500000,0.508281,0.610000,0.575052,0.150000,0.855156,0.830000,0.600260,0.290000,0.854062,0.960000,2.725177,0.572211,3.297388,11.368080,2.237274,13.605354,18.889760,0.572336,19.462095,54.935332,4.640602,59.575934,16.855353,10.139250,26.994603,8.502478,2.775074,11.277552
19590,0.547784,0.705000,0.508969,0.575000,0.571082,0.190000,0.855825,0.920000,0.601186,0.690000,0.855464,0.990000,2.753632,0.576866,3.330498,11.484812,2.260198,13.745010,19.088021,0.578223,19.666244,55.547776,4.687916,60.235692,17.034450,10.245621,27.280071,8.589402,2.800823,11.390225
19790,0.549133,0.680000,0.509898,0.600000,0.568112,0.280000,0.856531,0.925000,0.604337,0.910000,0.856837,0.990000,2.783241,0.581586,3.364827,11.601385,2.283089,13.884474,19.285227,0.584163,19.869389,56.110690,4.732808,60.843498,17.220718,10.362558,27.583276,8.685951,2.833010,11.518961
19990,0.550707,0.705000,0.510960,0.615000,0.565859,0.345000,0.857071,0.910000,0.607879,0.955000,0.857929,0.965000,2.813109,0.586541,3.399650,11.718697,2.306292,14.024989,19.484106,0.590121,20.074228,56.666660,4.779283,61.445943,17.404731,10.484502,27.889233,8.790949,2.871512,11.662461
20190,0.549300,0.410000,0.509900,0.405000,0.566750,0.655000,0.854400,0.590000,0.604900,0.310000,0.852800,0.345000,2.842076,0.591499,3.433575,11.836084,2.329467,14.165550,19.681858,0.595989,20.277847,57.312673,4.826883,62.139557,17.587349,10.589833,28.177182,8.893764,2.910106,11.803869
20390,0.547426,0.360000,0.508812,0.400000,0.568663,0.760000,0.854505,0.865000,0.601881,0.300000,0.853614,0.935000,2.871786,0.596354,3.468139,11.953520,2.352803,14.306323,19.881084,0.601941,20.483026,57.932698,4.873388,62.806086,17.768112,10.695294,28.463406,8.964657,2.927735,11.892392
20590,0.546029,0.405000,0.507059,0.330000,0.571176,0.825000,0.854951,0.900000,0.602304,0.645000,0.854461,0.940000,2.900523,0.601182,3.501705,12.070521,2.375832,14.446353,20.080377,0.607917,20.688294,58.484368,4.918440,63.402808,17.937912,10.800793,28.738705,9.035310,2.948131,11.983441
20790,0.545825,0.525000,0.505583,0.355000,0.573981,0.860000,0.855388,0.900000,0.605049,0.885000,0.855680,0.980000,2.930283,0.605975,3.536257,12.187699,2.398873,14.586572,20.278904,0.613902,20.892807,59.033405,4.962173,63.995578,18.117130,10.907185,29.024315,9.124847,2.974721,12.099568
20990,0.547548,0.725000,0.504279,0.370000,0.577067,0.895000,0.855913,0.910000,0.608269,0.940000,0.856731,0.965000,2.958945,0.610793,3.569738,12.305041,2.422268,14.727309,20.478226,0.619809,21.098035,59.594016,5.006086,64.600103,18.288608,11.009215,29.297823,9.222990,3.007627,12.230617
21190,0.547190,0.510000,0.505048,0.585000,0.573857,0.240000,0.853429,0.595000,0.604381,0.200000,0.853000,0.465000,2.988371,0.615416,3.603786,12.422307,2.445174,14.867480,20.675723,0.625765,21.301488,60.256055,5.052703,65.308757,18.446671,11.098689,29.545360,9.315030,3.039223,12.354253
21390,0.546745,0.500000,0.506179,0.625000,0.569292,0.090000,0.853868,0.900000,0.600377,0.180000,0.853962,0.955000,3.019865,0.621455,3.641320,12.540190,2.468190,15.008380,20.873947,0.631711,21.505658,60.821045,5.096789,65.917834,18.612754,11.196122,29.808877,9.373650,3.057201,12.430851
21590,0.547570,0.635000,0.507056,0.600000,0.565140,0.125000,0.854393,0.910000,0.600421,0.605000,0.854860,0.950000,3.053135,0.627836,3.680971,12.657380,2.491419,15.148798,21.073569,0.637714,21.711283,61.381404,5.140743,66.522147,18.781500,11.303370,30.084870,9.450461,3.081356,12.531817
21790,0.549676,0.775000,0.508194,0.630000,0.561296,0.150000,0.854676,0.885000,0.602407,0.815000,0.855787,0.955000,3.086328,0.634093,3.720421,12.773446,2.514361,15.287808,21.271906,0.643717,21.915623,61.897349,5.183406,67.080756,18.970938,11.418035,30.388973,9.539427,3.111989,12.651416
21990,0.551881,0.790000,0.508899,0.585000,0.563853,0.840000,0.855183,0.910000,0.604954,0.880000,0.856927,0.980000,3.117915,0.640372,3.758286,12.890115,2.536942,15.427056,21.448905,0.649632,22.098537,62.426921,5.227384,67.654305,19.156724,11.532645,30.689369,9.643044,3.148623,12.791667
22190,0.550273,0.375000,0.507864,0.395000,0.561318,0.285000,0.852682,0.580000,0.601545,0.230000,0.852591,0.380000,3.151137,0.646566,3.797703,13.006882,2.559555,15.566438,21.640162,0.655573,22.295735,63.041366,5.274478,68.315845,19.341681,11.652314,30.993996,9.739824,3.184494,12.924318
22390,0.547658,0.260000,0.506847,0.395000,0.561622,0.595000,0.852072,0.785000,0.598468,0.260000,0.853514,0.955000,3.184433,0.652982,3.837415,13.124638,2.582549,15.707187,21.838742,0.661491,22.500233,63.639408,5.315385,68.954793,19.528413,11.764172,31.292585,9.806343,3.204325,13.010668
22590,0.545134,0.265000,0.506071,0.420000,0.563527,0.775000,0.852634,0.915000,0.598795,0.635000,0.854732,0.990000,3.217859,0.659158,3.877017,13.241570,2.605531,15.847101,22.036799,0.667393,22.704192,64.142483,5.353248,69.495732,19.706602,11.876110,31.582712,9.891248,3.230239,13.121487
22790,0.543540,0.365000,0.505177,0.405000,0.565088,0.740000,0.853274,0.925000,0.601062,0.855000,0.855929,0.990000,3.249674,0.665438,3.915112,13.358096,2.628361,15.986457,22.234871,0.673339,22.908210,64.660494,5.392306,70.052801,19.880565,11.981611,31.862176,9.989461,3.262205,13.251666
22990,0.545132,0.725000,0.504035,0.375000,0.566842,0.765000,0.853421,0.870000,0.603991,0.935000,0.856886,0.965000,3.283761,0.671773,3.955534,13.474688,2.651282,16.125970,22.433138,0.679274,23.112412,65.191316,5.433443,70.624759,20.062809,12.088712,32.151521,10.094131,3.300666,13.394798
23190,0.543652,0.375000,0.504870,0.600000,0.564478,0.295000,0.851652,0.650000,0.600739,0.230000,0.852217,0.320000,3.316868,0.678040,3.994908,13.591257,2.674020,16.265277,22.631091,0.685221,23.316312,65.795361,5.476573,71.271933,20.233542,12.196729,32.430271,10.199938,3.340350,13.540288
23390,0.541940,0.345000,0.505948,0.630000,0.561250,0.190000,0.852112,0.905000,0.597457,0.220000,0.853190,0.965000,3.348458,0.683441,4.031900,13.707833,2.696724,16.404557,22.828950,0.691201,23.520150,66.354819,5.518058,71.872877,20.414410,12.305991,32.720401,10.265365,3.359720,13.625084
23590,0.543333,0.705000,0.506368,0.555000,0.558632,0.255000,0.852222,0.865000,0.596325,0.465000,0.854103,0.960000,3.378827,0.688642,4.067469,13.825349,2.719712,16.545061,23.027580,0.697143,23.724723,66.944721,5.559878,72.504599,20.599785,12.414936,33.014721,10.346394,3.385104,13.731497
23790,0.545254,0.770000,0.507712,0.665000,0.556059,0.255000,0.852458,0.880000,0.597881,0.780000,0.855000,0.960000,3.410527,0.694856,4.105383,13.941723,2.742226,16.683949,23.224455,0.703081,23.927535,67.527722,5.605347,73.133069,20.775702,12.526855,33.302557,10.436739,3.416599,13.853338
23990,0.548025,0.875000,0.508235,0.570000,0.556218,0.575000,0.852983,0.915000,0.600546,0.915000,0.856050,0.980000,3.436706,0.701258,4.137964,14.059486,2.764868,16.824354,23.422937,0.709026,24.131963,68.088705,5.649218,73.737924,20.962494,12.640658,33.603153,10.543747,3.454570,13.998317
24190,0.548083,0.555000,0.507583,0.430000,0.554917,0.400000,0.851375,0.660000,0.597542,0.240000,0.852750,0.460000,3.463469,0.707672,4.171140,14.176520,2.787843,16.964363,23.620328,0.714953,24.335280,68.687395,5.695089,74.382484,21.151800,12.759034,33.910834,10.638800,3.489897,14.128698
24390,0.550950,0.895000,0.506488,0.375000,0.556364,0.730000,0.851405,0.855000,0.595041,0.295000,0.853719,0.970000,3.488853,0.713801,4.202653,14.293408,2.810681,17.104089,23.819273,0.720951,24.540224,69.268412,5.735377,75.003789,21.319094,12.855048,34.174142,10.709028,3.509938,14.218966
24590,0.553320,0.840000,0.505615,0.400000,0.557705,0.720000,0.851598,0.875000,0.595861,0.695000,0.854590,0.960000,3.514732,0.719950,4.234682,14.409443,2.833618,17.243061,24.016819,0.726846,24.743665,69.829222,5.775565,75.604787,21.494860,12.961821,34.456681,10.790931,3.535939,14.326870
24790,0.556098,0.895000,0.504512,0.370000,0.559309,0.755000,0.851951,0.895000,0.598252,0.890000,0.855488,0.965000,3.540862,0.726342,4.267205,14.525818,2.856441,17.382259,24.213679,0.732835,24.946514,70.354613,5.816007,76.170620,21.668248,13.072769,34.741018,10.881524,3.568331,14.449855
24990,0.558387,0.840000,0.503831,0.420000,0.560847,0.750000,0.852177,0.880000,0.601331,0.980000,0.856532,0.985000,3.567368,0.732515,4.299883,14.642023,2.878956,17.520979,24.411369,0.738655,25.150025,70.928994,5.857743,76.786737,21.849117,13.185960,35.035078,10.989055,3.607298,14.596354
25190,0.558080,0.520000,0.504080,0.535000,0.559520,0.395000,0.850640,0.660000,0.599160,0.330000,0.852760,0.385000,3.591199,0.737721,4.328921,14.758662,2.901606,17.660268,24.608979,0.744574,25.353553,71.482607,5.899215,77.381822,22.035865,13.296118,35.331983,11.091727,3.646164,14.737891
25390,0.559802,0.775000,0.504802,0.595000,0.556746,0.210000,0.851349,0.940000,0.596786,0.300000,0.853690,0.970000,3.616130,0.743002,4.359132,14.874344,2.924144,17.798488,24.806190,0.750470,25.556660,72.026861,5.938278,77.965139,22.208404,13.403644,35.612048,11.153485,3.664299,14.817783
25590,0.561890,0.825000,0.505748,0.625000,0.554055,0.215000,0.851890,0.920000,0.597598,0.700000,0.854724,0.985000,3.644578,0.749457,4.394035,14.990972,2.947131,17.938103,25.003606,0.756401,25.760007,72.592965,5.979605,78.572569,22.388130,13.511683,35.899813,11.236611,3.688693,14.925305
25790,0.564141,0.850000,0.506523,0.605000,0.551445,0.220000,0.852266,0.900000,0.599805,0.880000,0.855586,0.965000,3.674261,0.755838,4.430100,15.107368,2.969969,18.077337,25.201033,0.762302,25.963335,73.177023,6.022521,79.199544,22.568055,13.621492,36.189548,11.326244,3.719230,15.045474
25990,0.566318,0.845000,0.507326,0.610000,0.549341,0.280000,0.852287,0.855000,0.602364,0.930000,0.856240,0.940000,3.703465,0.762223,4.465688,15.224332,2.992795,18.217127,25.398912,0.768110,26.167022,73.732616,6.065423,79.798039,22.745821,13.727281,36.473102,11.427173,3.756036,15.183209
26190,0.564385,0.315000,0.506692,0.425000,0.549731,0.600000,0.850577,0.630000,0.600154,0.315000,0.853077,0.445000,3.735035,0.768629,4.503664,15.340555,3.016072,18.356627,25.596927,0.774068,26.370995,74.342834,6.109499,80.452333,22.925295,13.825323,36.750617,11.525812,3.793803,15.319615
26390,0.562214,0.280000,0.505649,0.370000,0.551336,0.760000,0.850687,0.865000,0.596985,0.185000,0.853931,0.965000,3.763531,0.774244,4.537775,15.456995,3.039084,18.496079,25.794716,0.780023,26.574739,74.970530,6.153178,81.123708,23.098379,13.936348,37.034727,11.591720,3.813480,15.405200
26590,0.561856,0.515000,0.505189,0.445000,0.552765,0.740000,0.850795,0.865000,0.595833,0.445000,0.854735,0.960000,3.790827,0.779286,4.570113,15.573682,3.061717,18.635399,25.992218,0.785916,26.778134,75.593669,6.196383,81.790052,23.285347,14.045608,37.330956,11.672404,3.838984,15.511387
26790,0.562707,0.675000,0.503872,0.330000,0.554248,0.750000,0.851203,0.905000,0.596541,0.690000,0.855526,0.960000,3.816698,0.784104,4.600802,15.690857,3.084863,18.775721,26.190726,0.791935,26.982661,76.173963,6.239248,82.413211,23.472291,14.148659,37.620950,11.766045,3.870896,15.636940
26990,0.563022,0.605000,0.503284,0.425000,0.555410,0.710000,0.851716,0.920000,0.599440,0.985000,0.856455,0.980000,3.842759,0.788869,4.631629,15.807149,3.107591,18.914740,26.389162,0.797833,27.186995,76.740166,6.280641,83.020807,23.654467,14.265618,37.920085,11.870932,3.908728,15.779660
27190,0.562481,0.490000,0.503667,0.555000,0.553926,0.355000,0.850333,0.665000,0.597667,0.360000,0.852889,0.375000,3.871479,0.794817,4.666296,15.924266,3.130489,19.054755,26.586335,0.803745,27.390080,77.404869,6.323693,83.728562,23.841170,14.364518,38.205688,11.981198,3.949733,15.930931
27390,0.561765,0.465000,0.504853,0.665000,0.551544,0.230000,0.850478,0.870000,0.594963,0.230000,0.853713,0.965000,3.901758,0.801261,4.703020,16.040990,3.153425,19.194416,26.784369,0.809627,27.593995,78.072472,6.366958,84.439430,24.019601,14.472672,38.492272,12.048861,3.968566,16.017428
27590,0.562226,0.625000,0.505730,0.625000,0.548942,0.195000,0.850730,0.885000,0.595547,0.675000,0.854380,0.945000,3.931447,0.807662,4.739110,16.156857,3.176202,19.333058,26.982128,0.815539,27.797667,78.755251,6.409663,85.164914,24.195915,14.582789,38.778704,12.111700,3.987136,16.098836
27790,0.563986,0.805000,0.506341,0.590000,0.546667,0.235000,0.851051,0.895000,0.597464,0.860000,0.855145,0.960000,3.962060,0.814130,4.776190,16.273815,3.198478,19.472293,27.180816,0.821380,28.002196,79.385813,6.452011,85.837824,24.378605,14.695012,39.073618,12.191293,4.012385,16.203678
27990,0.565827,0.820000,0.507374,0.650000,0.544568,0.255000,0.851403,0.900000,0.599928,0.940000,0.855935,0.965000,3.992946,0.820749,4.813695,16.391830,3.221327,19.613157,27.378988,0.827172,28.206160,79.996042,6.494009,86.490052,24.553294,14.804452,39.357746,12.284915,4.043829,16.328744
28190,0.564393,0.365000,0.507321,0.500000,0.545036,0.610000,0.849821,0.630000,0.597929,0.320000,0.853357,0.495000,4.024541,0.827134,4.851674,16.507948,3.244072,19.752020,27.578681,0.833048,28.411729,80.698894,6.538568,87.237463,24.720955,14.888923,39.609879,12.370711,4.075877,16.446587
28390,0.561383,0.140000,0.506525,0.395000,0.546844,0.800000,0.849929,0.865000,0.596773,0.435000,0.854184,0.970000,4.055902,0.833545,4.889447,16.625234,3.267465,19.892699,27.779121,0.838947,28.618068,81.352774,6.582161,87.934935,24.884530,14.985607,39.870138,12.443235,4.094321,16.537556
28590,0.559155,0.245000,0.505634,0.380000,0.548451,0.775000,0.850423,0.920000,0.597923,0.760000,0.855106,0.985000,4.087373,0.840050,4.927422,16.744327,3.290601,20.034928,27.977476,0.844904,28.822381,81.967045,6.625864,88.592908,25.045509,15.086180,40.131689,12.514774,4.116424,16.631198
28790,0.558636,0.485000,0.504895,0.400000,0.550070,0.780000,0.850909,0.920000,0.600175,0.920000,0.855769,0.950000,4.116694,0.845306,4.962000,16.862799,3.313746,20.176545,28.176923,0.850884,29.027807,82.576335,6.669579,89.245914,25.218631,15.188001,40.406632,12.599982,4.144899,16.744881
28990,0.558125,0.485000,0.504097,0.390000,0.551285,0.725000,0.851111,0.880000,0.602569,0.945000,0.856458,0.955000,4.145772,0.850094,4.995866,16.980302,3.336650,20.316951,28.376452,0.856820,29.233272,83.168898,6.712475,89.881372,25.392581,15.290464,40.683045,12.694828,4.179780,16.874609
29190,0.558310,0.585000,0.504586,0.575000,0.550103,0.380000,0.849828,0.665000,0.600103,0.245000,0.853966,0.495000,4.173563,0.855455,5.029018,17.098420,3.359761,20.458181,28.575609,0.862772,29.438381,83.810571,6.759153,90.569724,25.567050,15.392826,40.959876,12.789127,4.214228,17.003355
29390,0.559452,0.725000,0.504692,0.520000,0.548185,0.270000,0.849589,0.815000,0.597158,0.170000,0.854521,0.935000,4.205880,0.862047,5.067928,17.216350,3.383409,20.599758,28.776600,0.868797,29.645396,84.512352,6.801570,91.313922,25.751741,15.502845,41.254586,12.848387,4.231462,17.079849
