0,1,2
covertype,0.56,0.23024589367285453
elec,0.7066666666666667,0.42156003505696754
poker,0.42,0.1270173091395602
weather,0.7033333333333334,0.09943335132218022
gmsc,0.7566666666666667,0.07672849915682942
moving_squares,0.5,0.3333333333333333
mean,,
"1    0.607778
2    0.214720
dtype: float64",,
